   z       f1     W1-W2   W1-W3  W3-W4   W2-W3 
 0.25700    0.498    0.231    0.088    0.002   -0.143
 0.25750    0.497    0.231    0.088    0.002   -0.143
 0.25800    0.496    0.231    0.088    0.002   -0.143
 0.25850    0.496    0.231    0.088    0.002   -0.143
 0.25900    0.495    0.231    0.088    0.002   -0.143
 0.25950    0.495    0.231    0.088    0.002   -0.143
 0.26000    0.494    0.231    0.088    0.002   -0.143
 0.26050    0.493    0.231    0.089    0.001   -0.142
 0.26100    0.492    0.231    0.088    0.001   -0.143
 0.26150    0.491    0.230    0.088    0.001   -0.142
 0.26200    0.491    0.231    0.089    0.001   -0.142
 0.26250    0.490    0.231    0.089    0.001   -0.142
 0.26300    0.489    0.230    0.088    0.001   -0.142
 0.26350    0.489    0.230    0.088    0.001   -0.142
 0.26400    0.488    0.230    0.088    0.001   -0.142
 0.26450    0.487    0.230    0.088    0.000   -0.142
 0.26500    0.487    0.231    0.089    0.000   -0.142
 0.26550    0.486    0.230    0.088    0.000   -0.142
 0.26600    0.485    0.230    0.088    0.000   -0.142
 0.26650    0.485    0.230    0.088   -0.000   -0.142
 0.26700    0.484    0.230    0.088   -0.000   -0.142
 0.26750    0.483    0.230    0.088   -0.000   -0.142
 0.26800    0.483    0.230    0.088   -0.000   -0.142
 0.26850    0.482    0.230    0.088   -0.001   -0.142
 0.26900    0.481    0.229    0.087   -0.001   -0.142
 0.26950    0.480    0.229    0.087   -0.001   -0.142
 0.27000    0.480    0.229    0.087   -0.001   -0.142
 0.27050    0.479    0.230    0.089   -0.001   -0.141
 0.27100    0.479    0.229    0.088   -0.001   -0.141
 0.27150    0.478    0.229    0.088   -0.001   -0.141
 0.27200    0.477    0.229    0.088   -0.001   -0.141
 0.27250    0.477    0.229    0.088   -0.002   -0.141
 0.27300    0.476    0.228    0.087   -0.002   -0.141
 0.27350    0.475    0.229    0.088   -0.002   -0.141
 0.27400    0.474    0.228    0.087   -0.002   -0.141
 0.27450    0.474    0.228    0.087   -0.002   -0.141
 0.27500    0.473    0.229    0.088   -0.002   -0.141
 0.27550    0.473    0.228    0.087   -0.002   -0.141
 0.27600    0.472    0.228    0.087   -0.002   -0.141
 0.27650    0.471    0.229    0.088   -0.003   -0.141
 0.27700    0.471    0.228    0.087   -0.003   -0.141
 0.27750    0.470    0.228    0.087   -0.003   -0.141
 0.27800    0.469    0.228    0.087   -0.003   -0.141
 0.27850    0.469    0.228    0.087   -0.004   -0.141
 0.27900    0.468    0.228    0.087   -0.004   -0.141
 0.27950    0.467    0.227    0.086   -0.004   -0.141
 0.28000    0.467    0.228    0.087   -0.004   -0.141
 0.28050    0.466    0.228    0.088   -0.005   -0.140
 0.28100    0.465    0.227    0.087   -0.005   -0.140
 0.28150    0.465    0.228    0.088   -0.005   -0.140
 0.28200    0.464    0.227    0.087   -0.005   -0.140
 0.28250    0.463    0.227    0.087   -0.005   -0.140
 0.28300    0.462    0.226    0.086   -0.005   -0.140
 0.28350    0.462    0.227    0.087   -0.006   -0.140
 0.28400    0.461    0.226    0.086   -0.006   -0.140
 0.28450    0.460    0.225    0.085   -0.006   -0.140
 0.28500    0.460    0.226    0.086   -0.006   -0.140
 0.28550    0.459    0.226    0.086   -0.006   -0.140
 0.28600    0.459    0.226    0.086   -0.006   -0.140
 0.28650    0.458    0.225    0.085   -0.007   -0.140
 0.28700    0.457    0.225    0.085   -0.007   -0.140
 0.28750    0.457    0.225    0.086   -0.007   -0.139
 0.28800    0.456    0.225    0.086   -0.007   -0.139
 0.28850    0.455    0.225    0.086   -0.007   -0.139
 0.28900    0.455    0.224    0.085   -0.008   -0.139
 0.28950    0.454    0.224    0.085   -0.008   -0.139
 0.29000    0.453    0.224    0.085   -0.008   -0.139
 0.29050    0.453    0.224    0.085   -0.008   -0.139
 0.29100    0.452    0.223    0.084   -0.009   -0.139
 0.29150    0.451    0.224    0.085   -0.009   -0.139
 0.29200    0.451    0.224    0.085   -0.009   -0.139
 0.29250    0.450    0.224    0.085   -0.009   -0.139
 0.29300    0.450    0.224    0.085   -0.009   -0.139
 0.29350    0.449    0.224    0.085   -0.010   -0.139
 0.29400    0.448    0.223    0.085   -0.010   -0.138
 0.29450    0.448    0.224    0.086   -0.010   -0.138
 0.29500    0.447    0.223    0.085   -0.010   -0.138
 0.29550    0.446    0.223    0.085   -0.011   -0.138
 0.29600    0.446    0.223    0.085   -0.011   -0.138
 0.29650    0.445    0.223    0.085   -0.011   -0.138
 0.29700    0.444    0.222    0.084   -0.012   -0.138
 0.29750    0.444    0.222    0.084   -0.012   -0.138
 0.29800    0.443    0.222    0.084   -0.012   -0.138
 0.29850    0.443    0.222    0.084   -0.012   -0.138
 0.29900    0.442    0.222    0.084   -0.013   -0.138
 0.29950    0.441    0.222    0.084   -0.013   -0.138
 0.30000    0.441    0.222    0.084   -0.013   -0.138
 0.30050    0.440    0.221    0.084   -0.014   -0.137
 0.30350    0.436    0.220    0.083   -0.016   -0.137
 0.30654    0.432    0.219    0.083   -0.018   -0.136
 0.30960    0.429    0.219    0.083   -0.020   -0.136
 0.31270    0.425    0.217    0.082   -0.022   -0.135
 0.31583    0.422    0.216    0.081   -0.024   -0.135
 0.31898    0.418    0.214    0.080   -0.026   -0.134
 0.32217    0.414    0.214    0.080   -0.027   -0.134
 0.32540    0.410    0.212    0.079   -0.027   -0.133
 0.32865    0.407    0.212    0.079   -0.028   -0.133
 0.33194    0.403    0.210    0.078   -0.028   -0.132
 0.33526    0.400    0.210    0.078   -0.029   -0.132
 0.33861    0.396    0.206    0.075   -0.029   -0.131
 0.34199    0.393    0.207    0.077   -0.030   -0.130
 0.34541    0.388    0.204    0.074   -0.030   -0.130
 0.34887    0.385    0.202    0.073   -0.030   -0.129
 0.35236    0.382    0.202    0.073   -0.031   -0.129
 0.35588    0.378    0.200    0.072   -0.031   -0.128
 0.35944    0.374    0.198    0.071   -0.031   -0.127
 0.36303    0.370    0.196    0.070   -0.032   -0.126
 0.36666    0.367    0.194    0.068   -0.033   -0.126
 0.37033    0.363    0.193    0.068   -0.034   -0.125
 0.37403    0.359    0.190    0.066   -0.035   -0.124
 0.37777    0.355    0.188    0.065   -0.037   -0.123
 0.38155    0.352    0.186    0.064   -0.039   -0.122
 0.38537    0.348    0.184    0.063   -0.041   -0.121
 0.38922    0.344    0.181    0.061   -0.044   -0.120
 0.39311    0.340    0.179    0.060   -0.047   -0.119
 0.39705    0.337    0.177    0.059   -0.049   -0.118
 0.40102    0.333    0.174    0.057   -0.052   -0.117
 0.40503    0.330    0.172    0.056   -0.054   -0.116
 0.40908    0.326    0.168    0.053   -0.055   -0.115
 0.41317    0.322    0.166    0.052   -0.055   -0.114
 0.41730    0.318    0.162    0.049   -0.055   -0.113
 0.42147    0.314    0.158    0.046   -0.054   -0.112
 0.42569    0.311    0.156    0.045   -0.053   -0.111
 0.42994    0.307    0.153    0.044   -0.052   -0.109
 0.43424    0.303    0.150    0.042   -0.051   -0.108
 0.43858    0.300    0.147    0.040   -0.050   -0.107
 0.44297    0.296    0.143    0.037   -0.049   -0.106
 0.44740    0.292    0.140    0.035   -0.049   -0.105
 0.45187    0.289    0.136    0.032   -0.048   -0.104
 0.45639    0.285    0.131    0.028   -0.048   -0.103
 0.46096    0.281    0.128    0.026   -0.047   -0.102
 0.46557    0.278    0.123    0.022   -0.047   -0.101
 0.47022    0.274    0.119    0.019   -0.048   -0.100
 0.47492    0.271    0.115    0.016   -0.048   -0.099
 0.47967    0.267    0.111    0.013   -0.049   -0.098
 0.48447    0.263    0.107    0.010   -0.051   -0.097
 0.48932    0.260    0.102    0.007   -0.052   -0.095
 0.49421    0.256    0.097    0.003   -0.054   -0.094
 0.49915    0.253    0.094    0.001   -0.056   -0.093
 0.50414    0.249    0.089   -0.003   -0.058   -0.092
 0.50918    0.246    0.083   -0.007   -0.059   -0.090
 0.51428    0.242    0.078   -0.010   -0.059   -0.088
 0.51942    0.239    0.073   -0.014   -0.059   -0.087
 0.52461    0.235    0.068   -0.017   -0.057   -0.085
 0.52986    0.232    0.064   -0.020   -0.056   -0.084
 0.53516    0.229    0.059   -0.023   -0.053   -0.082
 0.54051    0.226    0.055   -0.025   -0.052   -0.080
 0.54591    0.223    0.050   -0.028   -0.051   -0.078
 0.55137    0.220    0.046   -0.030   -0.051   -0.076
 0.55689    0.216    0.042   -0.031   -0.050   -0.073
 0.56246    0.214    0.038   -0.033   -0.050   -0.071
 0.56808    0.211    0.034   -0.035   -0.050   -0.069
 0.57376    0.208    0.029   -0.038   -0.050   -0.067
 0.57950    0.205    0.026   -0.039   -0.051   -0.065
 0.58529    0.202    0.021   -0.042   -0.051   -0.063
 0.59115    0.199    0.017   -0.044   -0.052   -0.061
 0.59706    0.197    0.013   -0.045   -0.053   -0.058
 0.60303    0.194    0.009   -0.046   -0.055   -0.055
 0.60906    0.191    0.005   -0.048   -0.057   -0.053
 0.61515    0.189    0.001   -0.049   -0.059   -0.050
 0.62130    0.186   -0.003   -0.050   -0.060   -0.047
 0.62751    0.184   -0.007   -0.052   -0.061   -0.045
 0.63379    0.181   -0.009   -0.052   -0.062   -0.043
 0.64013    0.179   -0.013   -0.053   -0.061   -0.040
 0.64653    0.177   -0.016   -0.054   -0.058   -0.038
 0.65299    0.174   -0.017   -0.053   -0.056   -0.036
 0.65952    0.172   -0.017   -0.052   -0.055   -0.035
 0.66612    0.170   -0.018   -0.051   -0.053   -0.033
 0.67278    0.168   -0.018   -0.049   -0.052   -0.031
 0.67951    0.166   -0.017   -0.048   -0.052   -0.031
 0.68630    0.164   -0.017   -0.047   -0.052   -0.030
 0.69317    0.162   -0.016   -0.044   -0.052   -0.028
 0.70010    0.160   -0.014   -0.043   -0.052   -0.029
 0.70710    0.158   -0.013   -0.041   -0.053   -0.028
 0.71417    0.156   -0.012   -0.039   -0.055   -0.027
 0.72131    0.155   -0.009   -0.036   -0.057   -0.027
 0.72852    0.153   -0.008   -0.035   -0.059   -0.027
 0.73581    0.151   -0.006   -0.032   -0.062   -0.026
 0.74317    0.149   -0.001   -0.029   -0.064   -0.028
 0.75060    0.147    0.002   -0.026   -0.067   -0.028
 0.75810    0.146    0.006   -0.022   -0.070   -0.028
 0.76569    0.144    0.011   -0.019   -0.073   -0.030
 0.77334    0.142    0.016   -0.015   -0.075   -0.031
 0.78108    0.140    0.021   -0.011   -0.074   -0.032
 0.78889    0.139    0.028   -0.007   -0.070   -0.035
 0.79678    0.137    0.034   -0.003   -0.067   -0.037
 0.80474    0.135    0.041    0.001   -0.064   -0.040
 0.81279    0.134    0.049    0.004   -0.061   -0.045
 0.82092    0.132    0.055    0.009   -0.058   -0.046
 0.82913    0.130    0.063    0.014   -0.056   -0.049
 0.83742    0.129    0.070    0.018   -0.054   -0.052
 0.84579    0.127    0.078    0.023   -0.053   -0.055
 0.85425    0.126    0.086    0.028   -0.052   -0.058
 0.86279    0.124    0.095    0.033   -0.051   -0.062
 0.87142    0.123    0.103    0.039   -0.051   -0.064
 0.88014    0.121    0.110    0.043   -0.052   -0.067
 0.88894    0.119    0.118    0.048   -0.053   -0.070
 0.89783    0.118    0.126    0.054   -0.054   -0.072
 0.90681    0.117    0.134    0.060   -0.054   -0.074
 0.91587    0.115    0.141    0.064   -0.056   -0.077
 0.92503    0.114    0.150    0.071   -0.058   -0.079
 0.93428    0.112    0.159    0.077   -0.060   -0.082
 0.94363    0.111    0.167    0.083   -0.061   -0.084
 0.95306    0.110    0.175    0.089   -0.059   -0.086
 0.96259    0.108    0.184    0.096   -0.054   -0.088
 0.97222    0.107    0.193    0.102   -0.050   -0.091
 0.98194    0.106    0.203    0.110   -0.045   -0.093
 0.99176    0.105    0.212    0.117   -0.041   -0.095
 1.00168    0.104    0.221    0.126   -0.037   -0.095
 1.01169    0.102    0.231    0.132   -0.034   -0.099
 1.02181    0.101    0.241    0.141   -0.033   -0.100
 1.03203    0.100    0.251    0.149   -0.031   -0.102
 1.04235    0.099    0.261    0.157   -0.030   -0.104
 1.05277    0.098    0.271    0.165   -0.030   -0.106
 1.06330    0.097    0.281    0.174   -0.030   -0.107
 1.07393    0.096    0.292    0.183   -0.029   -0.109
 1.08467    0.095    0.304    0.193   -0.028   -0.111
 1.09552    0.094    0.315    0.204   -0.029   -0.111
 1.10647    0.093    0.326    0.213   -0.030   -0.113
 1.11754    0.092    0.337    0.224   -0.031   -0.113
 1.12871    0.091    0.349    0.235   -0.033   -0.114
 1.14000    0.091    0.361    0.247   -0.034   -0.114
 1.15140    0.090    0.373    0.258   -0.035   -0.115
 1.16292    0.089    0.385    0.271   -0.036   -0.114
 1.17455    0.088    0.396    0.283   -0.036   -0.113
 1.18629    0.088    0.409    0.296   -0.037   -0.113
 1.19815    0.087    0.422    0.310   -0.038   -0.112
 1.21013    0.086    0.434    0.323   -0.041   -0.111
 1.22224    0.086    0.448    0.338   -0.044   -0.110
 1.23446    0.085    0.460    0.352   -0.047   -0.108
 1.24680    0.085    0.474    0.368   -0.050   -0.106
 1.25927    0.084    0.485    0.381   -0.054   -0.104
 1.27186    0.084    0.497    0.396   -0.057   -0.101
 1.28458    0.083    0.510    0.412   -0.061   -0.098
 1.29743    0.083    0.522    0.427   -0.066   -0.095
 1.31040    0.082    0.534    0.443   -0.072   -0.091
 1.32351    0.081    0.546    0.458   -0.078   -0.088
 1.33674    0.081    0.559    0.474   -0.084   -0.085
 1.35011    0.081    0.571    0.490   -0.090   -0.081
 1.36361    0.080    0.583    0.505   -0.095   -0.078
 1.37725    0.079    0.596    0.520   -0.099   -0.076
 1.39102    0.079    0.607    0.535   -0.102   -0.072
 1.40493    0.078    0.620    0.550   -0.105   -0.070
 1.41898    0.078    0.631    0.564   -0.109   -0.067
 1.43317    0.077    0.643    0.579   -0.113   -0.064
 1.44750    0.077    0.655    0.594   -0.117   -0.061
 1.46197    0.076    0.666    0.608   -0.121   -0.058
 1.47659    0.075    0.678    0.623   -0.125   -0.055
 1.49136    0.075    0.688    0.637   -0.129   -0.051
 1.50627    0.074    0.700    0.651   -0.134   -0.049
 1.52134    0.074    0.708    0.664   -0.138   -0.044
 1.53655    0.073    0.717    0.677   -0.141   -0.040
 1.55192    0.072    0.726    0.691   -0.144   -0.035
 1.56743    0.071    0.733    0.703   -0.146   -0.030
 1.58311    0.071    0.740    0.716   -0.149   -0.024
 1.59894    0.070    0.747    0.728   -0.151   -0.019
 1.61493    0.069    0.753    0.740   -0.153   -0.013
 1.63108    0.069    0.760    0.753   -0.154   -0.007
 1.64739    0.068    0.765    0.764   -0.155   -0.001
 1.66386    0.067    0.771    0.776   -0.156    0.005
 1.68050    0.067    0.776    0.788   -0.157    0.012
 1.69731    0.066    0.780    0.799   -0.158    0.019
 1.71428    0.065    0.783    0.811   -0.159    0.028
 1.73142    0.064    0.787    0.823   -0.159    0.036
 1.74874    0.064    0.791    0.836   -0.160    0.045
 1.76622    0.063    0.794    0.848   -0.160    0.054
 1.78389    0.062    0.796    0.861   -0.160    0.065
 1.80173    0.062    0.798    0.873   -0.160    0.075
 1.81974    0.061    0.800    0.886   -0.161    0.086
 1.83794    0.061    0.801    0.898   -0.161    0.097
 1.85632    0.060    0.802    0.910   -0.161    0.108
 1.87488    0.059    0.803    0.923   -0.160    0.120
 1.89363    0.059    0.804    0.937   -0.160    0.133
 1.91257    0.058    0.804    0.950   -0.160    0.146
 1.93169    0.058    0.804    0.963   -0.160    0.159
 1.95101    0.057    0.804    0.976   -0.159    0.172
 1.97052    0.056    0.804    0.990   -0.158    0.186
 1.99023    0.056    0.803    1.003   -0.157    0.200
 2.01013    0.055    0.802    1.016   -0.156    0.214
 2.03023    0.055    0.800    1.029   -0.155    0.229
 2.05053    0.054    0.798    1.043   -0.154    0.245
 2.07104    0.054    0.797    1.058   -0.154    0.261
 2.09175    0.053    0.795    1.072   -0.153    0.277
 2.11267    0.053    0.794    1.088   -0.152    0.294
 2.13379    0.052    0.793    1.103   -0.152    0.310
 2.15513    0.052    0.791    1.118   -0.151    0.327
 2.17668    0.051    0.789    1.133   -0.150    0.344
 2.19845    0.051    0.788    1.149   -0.150    0.361
 2.22043    0.050    0.788    1.166   -0.149    0.378
 2.24264    0.050    0.787    1.183   -0.149    0.396
 2.26506    0.050    0.788    1.201   -0.149    0.413
 2.28771    0.049    0.789    1.220   -0.149    0.431
 2.31059    0.049    0.790    1.239   -0.149    0.449
 2.33370    0.048    0.792    1.259   -0.150    0.467
 2.35703    0.048    0.794    1.280   -0.151    0.486
 2.38060    0.048    0.796    1.300   -0.153    0.504
 2.40441    0.047    0.798    1.320   -0.154    0.522
 2.42846    0.047    0.800    1.340   -0.156    0.540
 2.45274    0.047    0.804    1.362   -0.158    0.558
 2.47727    0.046    0.809    1.384   -0.160    0.575
 2.50204    0.046    0.813    1.405   -0.161    0.592
 2.52706    0.046    0.819    1.428   -0.163    0.609
 2.55233    0.046    0.826    1.451   -0.165    0.625
 2.57785    0.045    0.832    1.472   -0.166    0.640
 2.60363    0.045    0.840    1.496   -0.168    0.656
 2.62967    0.045    0.847    1.518   -0.169    0.671
 2.65597    0.045    0.855    1.542   -0.170    0.687
 2.68253    0.044    0.864    1.566   -0.172    0.702
 2.70935    0.044    0.874    1.590   -0.173    0.716
 2.73644    0.044    0.882    1.613   -0.175    0.731
 2.76381    0.044    0.892    1.638   -0.176    0.746
 2.79145    0.044    0.902    1.663   -0.177    0.761
 2.81936    0.044    0.910    1.685   -0.178    0.775
 2.84755    0.043    0.920    1.709   -0.179    0.789
 2.87603    0.043    0.930    1.733   -0.180    0.803
 2.90479    0.043    0.941    1.758   -0.180    0.817
 2.93384    0.043    0.952    1.783   -0.181    0.831
 2.96318    0.043    0.963    1.808   -0.182    0.845
 2.99281    0.043    0.973    1.833   -0.182    0.860
