   z       f1     W1-W2   W1-W3  W3-W4   W2-W3 
 0.23700    0.551    0.190   -0.160   -0.156   -0.350
 0.23750    0.550    0.190   -0.161   -0.156   -0.351
 0.23800    0.549    0.190   -0.162   -0.155   -0.352
 0.23850    0.548    0.189   -0.163   -0.155   -0.352
 0.23900    0.548    0.189   -0.165   -0.153   -0.354
 0.23950    0.547    0.190   -0.165   -0.152   -0.355
 0.24000    0.546    0.190   -0.166   -0.151   -0.356
 0.24050    0.545    0.190   -0.167   -0.151   -0.357
 0.24100    0.545    0.189   -0.169   -0.150   -0.358
 0.24150    0.544    0.190   -0.169   -0.150   -0.359
 0.24200    0.543    0.190   -0.170   -0.149   -0.360
 0.24250    0.542    0.190   -0.170   -0.149   -0.360
 0.24300    0.542    0.190   -0.172   -0.147   -0.362
 0.24350    0.541    0.191   -0.172   -0.146   -0.363
 0.24400    0.540    0.190   -0.174   -0.146   -0.364
 0.24450    0.540    0.191   -0.174   -0.145   -0.365
 0.24500    0.538    0.190   -0.176   -0.144   -0.366
 0.24550    0.538    0.190   -0.176   -0.144   -0.366
 0.24600    0.537    0.190   -0.178   -0.143   -0.368
 0.24650    0.537    0.191   -0.177   -0.143   -0.368
 0.24700    0.535    0.189   -0.179   -0.142   -0.368
 0.24750    0.535    0.191   -0.181   -0.141   -0.372
 0.24800    0.534    0.190   -0.182   -0.140   -0.372
 0.24850    0.533    0.189   -0.182   -0.140   -0.371
 0.24900    0.532    0.191   -0.183   -0.140   -0.374
 0.24950    0.532    0.190   -0.183   -0.139   -0.373
 0.25000    0.532    0.190   -0.183   -0.139   -0.373
 0.25050    0.530    0.191   -0.185   -0.138   -0.376
 0.25100    0.530    0.190   -0.186   -0.137   -0.376
 0.25150    0.529    0.191   -0.189   -0.136   -0.380
 0.25200    0.528    0.190   -0.189   -0.136   -0.379
 0.25250    0.527    0.189   -0.189   -0.136   -0.378
 0.25300    0.527    0.191   -0.191   -0.135   -0.382
 0.25350    0.526    0.189   -0.192   -0.135   -0.381
 0.25400    0.525    0.190   -0.191   -0.135   -0.381
 0.25450    0.524    0.190   -0.194   -0.134   -0.384
 0.25500    0.524    0.190   -0.194   -0.133   -0.384
 0.25550    0.523    0.189   -0.197   -0.132   -0.386
 0.25600    0.522    0.190   -0.197   -0.132   -0.387
 0.25650    0.521    0.189   -0.197   -0.133   -0.386
 0.25700    0.521    0.190   -0.197   -0.133   -0.387
 0.25750    0.520    0.190   -0.199   -0.132   -0.389
 0.25800    0.519    0.190   -0.199   -0.132   -0.389
 0.25850    0.519    0.190   -0.200   -0.131   -0.390
 0.25900    0.518    0.190   -0.201   -0.131   -0.391
 0.25950    0.517    0.190   -0.202   -0.130   -0.392
 0.26000    0.516    0.189   -0.203   -0.130   -0.392
 0.26050    0.516    0.190   -0.203   -0.130   -0.393
 0.26100    0.515    0.189   -0.205   -0.130   -0.394
 0.26150    0.514    0.189   -0.206   -0.129   -0.395
 0.26200    0.514    0.190   -0.206   -0.129   -0.396
 0.26250    0.513    0.189   -0.208   -0.129   -0.397
 0.26300    0.512    0.189   -0.208   -0.129   -0.397
 0.26350    0.511    0.189   -0.209   -0.128   -0.398
 0.26400    0.511    0.189   -0.210   -0.128   -0.399
 0.26450    0.510    0.188   -0.212   -0.128   -0.400
 0.26500    0.509    0.189   -0.212   -0.128   -0.401
 0.26550    0.508    0.188   -0.214   -0.127   -0.402
 0.26600    0.508    0.188   -0.214   -0.128   -0.402
 0.26650    0.507    0.188   -0.215   -0.127   -0.403
 0.26700    0.506    0.188   -0.216   -0.127   -0.404
 0.26750    0.505    0.187   -0.217   -0.127   -0.404
 0.26800    0.505    0.188   -0.219   -0.126   -0.407
 0.26850    0.504    0.188   -0.219   -0.126   -0.407
 0.26900    0.503    0.187   -0.220   -0.126   -0.407
 0.26950    0.502    0.187   -0.222   -0.126   -0.409
 0.27000    0.502    0.187   -0.222   -0.126   -0.409
 0.27050    0.501    0.187   -0.223   -0.125   -0.410
 0.27100    0.501    0.187   -0.224   -0.126   -0.411
 0.27150    0.500    0.187   -0.225   -0.126   -0.412
 0.27200    0.499    0.187   -0.227   -0.124   -0.414
 0.27250    0.498    0.187   -0.227   -0.125   -0.414
 0.27300    0.498    0.186   -0.229   -0.124   -0.415
 0.27350    0.497    0.186   -0.230   -0.124   -0.416
 0.27400    0.496    0.186   -0.231   -0.124   -0.417
 0.27450    0.496    0.186   -0.232   -0.123   -0.418
 0.27500    0.495    0.186   -0.231   -0.124   -0.417
 0.27550    0.494    0.186   -0.233   -0.124   -0.419
 0.27600    0.493    0.185   -0.236   -0.122   -0.421
 0.27650    0.493    0.185   -0.236   -0.122   -0.421
 0.27700    0.492    0.185   -0.238   -0.122   -0.423
 0.27750    0.491    0.184   -0.240   -0.121   -0.424
 0.27800    0.491    0.185   -0.239   -0.121   -0.424
 0.27850    0.490    0.185   -0.240   -0.122   -0.425
 0.27900    0.489    0.184   -0.241   -0.121   -0.425
 0.27950    0.488    0.183   -0.243   -0.121   -0.426
 0.28000    0.488    0.184   -0.244   -0.121   -0.428
 0.28050    0.487    0.184   -0.246   -0.119   -0.430
 0.28100    0.486    0.183   -0.248   -0.119   -0.431
 0.28150    0.486    0.184   -0.248   -0.119   -0.432
 0.28200    0.485    0.183   -0.249   -0.119   -0.432
 0.28250    0.484    0.182   -0.251   -0.119   -0.433
 0.28300    0.483    0.182   -0.252   -0.119   -0.434
 0.28350    0.483    0.183   -0.252   -0.118   -0.435
 0.28400    0.482    0.182   -0.254   -0.118   -0.436
 0.28450    0.481    0.181   -0.257   -0.117   -0.438
 0.28500    0.481    0.181   -0.258   -0.117   -0.439
 0.28550    0.480    0.181   -0.259   -0.115   -0.440
 0.28600    0.480    0.181   -0.260   -0.116   -0.441
 0.28650    0.479    0.180   -0.262   -0.116   -0.442
 0.28700    0.478    0.180   -0.262   -0.116   -0.442
 0.28750    0.477    0.180   -0.264   -0.115   -0.444
 0.28800    0.477    0.180   -0.265   -0.115   -0.445
 0.28850    0.476    0.179   -0.268   -0.114   -0.447
 0.28900    0.475    0.179   -0.269   -0.113   -0.448
 0.28950    0.474    0.178   -0.270   -0.114   -0.448
 0.29000    0.474    0.179   -0.270   -0.113   -0.449
 0.29050    0.473    0.178   -0.272   -0.113   -0.450
 0.29100    0.472    0.178   -0.274   -0.113   -0.452
 0.29150    0.472    0.178   -0.275   -0.112   -0.453
 0.29200    0.471    0.178   -0.276   -0.111   -0.454
 0.29250    0.471    0.178   -0.278   -0.111   -0.456
 0.29300    0.470    0.177   -0.279   -0.111   -0.456
 0.29350    0.469    0.177   -0.280   -0.111   -0.457
 0.29400    0.469    0.177   -0.281   -0.110   -0.458
 0.29450    0.468    0.177   -0.283   -0.109   -0.460
 0.29500    0.467    0.176   -0.285   -0.109   -0.461
 0.29550    0.466    0.176   -0.286   -0.108   -0.462
 0.29600    0.466    0.176   -0.287   -0.108   -0.463
 0.29650    0.466    0.176   -0.289   -0.108   -0.465
 0.29700    0.465    0.175   -0.290   -0.107   -0.465
 0.29750    0.464    0.174   -0.293   -0.107   -0.467
 0.29800    0.463    0.175   -0.293   -0.106   -0.468
 0.29850    0.463    0.175   -0.294   -0.106   -0.469
 0.29900    0.462    0.175   -0.295   -0.106   -0.470
 0.29950    0.461    0.174   -0.297   -0.105   -0.471
 0.30000    0.461    0.174   -0.298   -0.105   -0.472
 0.30050    0.460    0.173   -0.299   -0.106   -0.472
 0.30350    0.456    0.171   -0.309   -0.103   -0.480
 0.30654    0.452    0.169   -0.318   -0.101   -0.487
 0.30960    0.448    0.169   -0.326   -0.098   -0.495
 0.31270    0.444    0.166   -0.336   -0.095   -0.502
 0.31583    0.441    0.165   -0.344   -0.092   -0.509
 0.31898    0.436    0.162   -0.354   -0.089   -0.516
 0.32217    0.433    0.161   -0.362   -0.086   -0.523
 0.32540    0.429    0.159   -0.371   -0.082   -0.530
 0.32865    0.425    0.158   -0.381   -0.080   -0.539
 0.33194    0.421    0.155   -0.391   -0.079   -0.546
 0.33526    0.418    0.154   -0.399   -0.079   -0.553
 0.33861    0.413    0.150   -0.411   -0.078   -0.561
 0.34199    0.410    0.150   -0.419   -0.078   -0.569
 0.34541    0.405    0.146   -0.430   -0.079   -0.576
 0.34887    0.401    0.143   -0.442   -0.078   -0.585
 0.35236    0.398    0.143   -0.450   -0.078   -0.593
 0.35588    0.394    0.139   -0.462   -0.080   -0.601
 0.35944    0.390    0.136   -0.473   -0.081   -0.609
 0.36303    0.386    0.134   -0.482   -0.082   -0.616
 0.36666    0.382    0.132   -0.492   -0.083   -0.624
 0.37033    0.378    0.129   -0.503   -0.083   -0.632
 0.37403    0.374    0.126   -0.513   -0.085   -0.639
 0.37777    0.370    0.122   -0.525   -0.086   -0.647
 0.38155    0.366    0.120   -0.534   -0.090   -0.654
 0.38537    0.362    0.117   -0.545   -0.091   -0.662
 0.38922    0.358    0.113   -0.555   -0.094   -0.668
 0.39311    0.354    0.110   -0.566   -0.096   -0.676
 0.39705    0.351    0.107   -0.575   -0.099   -0.682
 0.40102    0.347    0.103   -0.587   -0.101   -0.690
 0.40503    0.343    0.100   -0.597   -0.101   -0.697
 0.40908    0.339    0.096   -0.608   -0.102   -0.704
 0.41317    0.335    0.092   -0.620   -0.102   -0.712
 0.41730    0.330    0.087   -0.632   -0.102   -0.719
 0.42147    0.326    0.082   -0.644   -0.100   -0.726
 0.42569    0.323    0.079   -0.653   -0.099   -0.732
 0.42994    0.319    0.075   -0.664   -0.096   -0.739
 0.43424    0.315    0.070   -0.677   -0.093   -0.747
 0.43858    0.311    0.066   -0.689   -0.089   -0.755
 0.44297    0.307    0.062   -0.701   -0.084   -0.763
 0.44740    0.303    0.057   -0.715   -0.079   -0.772
 0.45187    0.299    0.052   -0.729   -0.075   -0.781
 0.45639    0.295    0.047   -0.744   -0.070   -0.791
 0.46096    0.291    0.042   -0.759   -0.065   -0.801
 0.46557    0.287    0.036   -0.774   -0.061   -0.810
 0.47022    0.284    0.031   -0.788   -0.058   -0.819
 0.47492    0.280    0.026   -0.802   -0.056   -0.828
 0.47967    0.276    0.021   -0.814   -0.054   -0.835
 0.48447    0.272    0.015   -0.827   -0.053   -0.842
 0.48932    0.268    0.009   -0.839   -0.052   -0.848
 0.49421    0.264    0.003   -0.851   -0.052   -0.854
 0.49915    0.261   -0.002   -0.861   -0.052   -0.859
 0.50414    0.257   -0.008   -0.871   -0.051   -0.863
 0.50918    0.253   -0.015   -0.883   -0.051   -0.868
 0.51428    0.250   -0.022   -0.892   -0.052   -0.870
 0.51942    0.246   -0.029   -0.903   -0.052   -0.874
 0.52461    0.242   -0.035   -0.912   -0.052   -0.877
 0.52986    0.239   -0.040   -0.920   -0.053   -0.880
 0.53516    0.236   -0.047   -0.930   -0.054   -0.883
 0.54051    0.232   -0.052   -0.937   -0.055   -0.885
 0.54591    0.229   -0.059   -0.946   -0.056   -0.887
 0.55137    0.226   -0.064   -0.953   -0.058   -0.889
 0.55689    0.223   -0.071   -0.961   -0.059   -0.890
 0.56246    0.220   -0.076   -0.967   -0.060   -0.891
 0.56808    0.217   -0.082   -0.974   -0.059   -0.892
 0.57376    0.214   -0.088   -0.980   -0.055   -0.892
 0.57950    0.211   -0.093   -0.984   -0.048   -0.891
 0.58529    0.208   -0.100   -0.991   -0.036   -0.891
 0.59115    0.205   -0.105   -0.994   -0.019   -0.889
 0.59706    0.202   -0.111   -0.999    0.002   -0.888
 0.60303    0.200   -0.117   -1.003    0.020   -0.886
 0.60906    0.197   -0.122   -1.006    0.036   -0.884
 0.61515    0.194   -0.127   -1.009    0.050   -0.882
 0.62130    0.192   -0.132   -1.012    0.063   -0.880
 0.62751    0.189   -0.137   -1.016    0.073   -0.879
 0.63379    0.187   -0.140   -1.018    0.082   -0.878
 0.64013    0.184   -0.144   -1.021    0.090   -0.877
 0.64653    0.182   -0.148   -1.025    0.100   -0.877
 0.65299    0.180   -0.149   -1.027    0.107   -0.878
 0.65952    0.177   -0.150   -1.030    0.114   -0.880
 0.66612    0.175   -0.151   -1.032    0.120   -0.881
 0.67278    0.173   -0.151   -1.034    0.125   -0.883
 0.67951    0.171   -0.149   -1.035    0.130   -0.886
 0.68630    0.169   -0.149   -1.038    0.134   -0.889
 0.69317    0.167   -0.148   -1.040    0.141   -0.892
 0.70010    0.165   -0.146   -1.044    0.150   -0.898
 0.70710    0.163   -0.145   -1.046    0.157   -0.901
 0.71417    0.162   -0.143   -1.049    0.163   -0.906
 0.72131    0.160   -0.140   -1.052    0.169   -0.912
 0.72852    0.158   -0.137   -1.056    0.178   -0.919
 0.73581    0.156   -0.135   -1.060    0.185   -0.925
 0.74317    0.154   -0.129   -1.063    0.192   -0.934
 0.75060    0.152   -0.126   -1.069    0.201   -0.943
 0.75810    0.151   -0.121   -1.073    0.212   -0.952
 0.76569    0.149   -0.115   -1.079    0.226   -0.964
 0.77334    0.147   -0.109   -1.083    0.240   -0.974
 0.78108    0.145   -0.103   -1.089    0.260   -0.986
 0.78889    0.144   -0.095   -1.095    0.284   -1.000
 0.79678    0.142   -0.088   -1.100    0.308   -1.012
 0.80474    0.140   -0.080   -1.106    0.337   -1.026
 0.81279    0.139   -0.070   -1.112    0.369   -1.042
 0.82092    0.137   -0.064   -1.117    0.395   -1.053
 0.82913    0.135   -0.055   -1.123    0.413   -1.068
 0.83742    0.134   -0.047   -1.130    0.424   -1.083
 0.84579    0.132   -0.037   -1.136    0.434   -1.099
 0.85425    0.131   -0.028   -1.143    0.440   -1.115
 0.86279    0.129   -0.018   -1.151    0.443   -1.133
 0.87142    0.128   -0.009   -1.160    0.446   -1.151
 0.88014    0.126   -0.000   -1.170    0.445   -1.170
 0.88894    0.124    0.009   -1.182    0.444   -1.191
 0.89783    0.123    0.018   -1.194    0.447   -1.212
 0.90681    0.121    0.026   -1.208    0.450   -1.234
 0.91587    0.120    0.035   -1.222    0.456   -1.257
 0.92503    0.119    0.044   -1.237    0.461   -1.281
 0.93428    0.117    0.054   -1.251    0.470   -1.305
 0.94363    0.116    0.063   -1.265    0.477   -1.328
 0.95306    0.114    0.072   -1.279    0.477   -1.351
 0.96259    0.113    0.082   -1.292    0.478   -1.374
 0.97222    0.112    0.093   -1.305    0.477   -1.398
 0.98194    0.111    0.104   -1.316    0.471   -1.420
 0.99176    0.109    0.114   -1.330    0.463   -1.444
 1.00168    0.108    0.123   -1.342    0.457   -1.465
 1.01169    0.107    0.134   -1.356    0.443   -1.490
 1.02181    0.106    0.145   -1.367    0.426   -1.512
 1.03203    0.105    0.156   -1.380    0.410   -1.536
 1.04235    0.104    0.167   -1.392    0.393   -1.559
 1.05277    0.103    0.178   -1.405    0.376   -1.583
 1.06330    0.102    0.189   -1.416    0.357   -1.605
 1.07393    0.101    0.201   -1.428    0.344   -1.629
 1.08467    0.100    0.213   -1.441    0.331   -1.654
 1.09552    0.099    0.225   -1.454    0.319   -1.679
 1.10647    0.098    0.238   -1.466    0.305   -1.704
 1.11754    0.097    0.250   -1.478    0.289   -1.728
 1.12871    0.096    0.262   -1.492    0.269   -1.754
 1.14000    0.095    0.275   -1.505    0.250   -1.780
 1.15140    0.095    0.288   -1.518    0.239   -1.806
 1.16292    0.094    0.300   -1.531    0.231   -1.831
 1.17455    0.093    0.312   -1.542    0.226   -1.854
 1.18629    0.093    0.326   -1.551    0.223   -1.877
 1.19815    0.092    0.339   -1.559    0.220   -1.898
 1.21013    0.091    0.352   -1.567    0.213   -1.919
 1.22224    0.091    0.367   -1.569    0.201   -1.936
 1.23446    0.090    0.379   -1.572    0.182   -1.951
 1.24680    0.090    0.393   -1.573    0.162   -1.966
 1.25927    0.089    0.405   -1.574    0.138   -1.979
 1.27186    0.089    0.417   -1.573    0.114   -1.990
 1.28458    0.088    0.430   -1.571    0.093   -2.001
 1.29743    0.088    0.442   -1.569    0.074   -2.011
 1.31040    0.087    0.455   -1.566    0.063   -2.021
 1.32351    0.087    0.467   -1.564    0.059   -2.031
 1.33674    0.086    0.480   -1.561    0.062   -2.041
 1.35011    0.086    0.493   -1.558    0.072   -2.051
 1.36361    0.085    0.505   -1.556    0.092   -2.061
 1.37725    0.085    0.517   -1.554    0.117   -2.071
 1.39102    0.084    0.528   -1.553    0.139   -2.081
 1.40493    0.083    0.541   -1.551    0.164   -2.092
 1.41898    0.083    0.552   -1.549    0.188   -2.101
 1.43317    0.082    0.563   -1.549    0.212   -2.112
 1.44750    0.082    0.575   -1.546    0.237   -2.121
 1.46197    0.081    0.587   -1.544    0.260   -2.131
 1.47659    0.080    0.598   -1.541    0.281   -2.139
 1.49136    0.080    0.609   -1.537    0.304   -2.146
 1.50627    0.079    0.620   -1.532    0.329   -2.152
 1.52134    0.079    0.628   -1.528    0.357   -2.156
 1.53655    0.078    0.637   -1.522    0.390   -2.159
 1.55192    0.077    0.645   -1.518    0.428   -2.163
 1.56743    0.076    0.652   -1.515    0.470   -2.167
 1.58311    0.076    0.657   -1.513    0.514   -2.170
 1.59894    0.075    0.665   -1.510    0.560   -2.175
 1.61493    0.074    0.671   -1.508    0.606   -2.179
 1.63108    0.074    0.677   -1.508    0.651   -2.185
 1.64739    0.073    0.682   -1.510    0.694   -2.192
 1.66386    0.072    0.687   -1.511    0.735   -2.198
 1.68050    0.071    0.692   -1.509    0.771   -2.201
 1.69731    0.071    0.696   -1.507    0.801   -2.203
 1.71428    0.070    0.698   -1.503    0.826   -2.201
 1.73142    0.069    0.702   -1.497    0.843   -2.199
 1.74874    0.068    0.706   -1.489    0.854   -2.195
 1.76622    0.068    0.708   -1.483    0.858   -2.191
 1.78389    0.067    0.710   -1.475    0.858   -2.185
 1.80173    0.066    0.712   -1.466    0.857   -2.178
 1.81974    0.066    0.713   -1.458    0.852   -2.171
 1.83794    0.065    0.715   -1.448    0.847   -2.163
 1.85632    0.064    0.716   -1.438    0.839   -2.154
 1.87488    0.064    0.716   -1.428    0.829   -2.144
 1.89363    0.063    0.717   -1.417    0.815   -2.134
 1.91257    0.063    0.717   -1.406    0.801   -2.123
 1.93169    0.062    0.717   -1.395    0.782   -2.112
 1.95101    0.062    0.716   -1.385    0.761   -2.101
 1.97052    0.061    0.716   -1.374    0.733   -2.090
 1.99023    0.060    0.715   -1.362    0.704   -2.077
 2.01013    0.060    0.714   -1.351    0.671   -2.065
 2.03023    0.059    0.713   -1.339    0.637   -2.052
 2.05053    0.059    0.711   -1.327    0.600   -2.038
 2.07104    0.058    0.710   -1.313    0.562   -2.023
 2.09175    0.058    0.708   -1.300    0.526   -2.008
 2.11267    0.057    0.707   -1.287    0.491   -1.994
 2.13379    0.057    0.707   -1.272    0.454   -1.979
 2.15513    0.056    0.705   -1.259    0.418   -1.964
 2.17668    0.056    0.704   -1.244    0.382   -1.948
 2.19845    0.055    0.704   -1.229    0.350   -1.933
 2.22043    0.055    0.704   -1.213    0.323   -1.917
 2.24264    0.055    0.704   -1.197    0.302   -1.901
 2.26506    0.054    0.706   -1.179    0.289   -1.885
 2.28771    0.054    0.708   -1.161    0.275   -1.869
 2.31059    0.053    0.710   -1.142    0.254   -1.852
 2.33370    0.053    0.713   -1.123    0.221   -1.836
 2.35703    0.053    0.715   -1.103    0.181   -1.818
 2.38060    0.052    0.718   -1.083    0.140   -1.801
 2.40441    0.052    0.721   -1.063    0.096   -1.784
 2.42846    0.052    0.724   -1.042    0.049   -1.766
 2.45274    0.051    0.729   -1.020    0.002   -1.749
 2.47727    0.051    0.734   -0.999   -0.043   -1.733
 2.50204    0.051    0.739   -0.977   -0.085   -1.716
 2.52706    0.051    0.748   -0.952   -0.126   -1.700
 2.55233    0.051    0.755   -0.930   -0.168   -1.685
 2.57785    0.050    0.763   -0.907   -0.209   -1.670
 2.60363    0.050    0.772   -0.883   -0.252   -1.655
 2.62967    0.050    0.781   -0.860   -0.296   -1.641
 2.65597    0.050    0.790   -0.836   -0.341   -1.626
 2.68253    0.050    0.801   -0.811   -0.388   -1.612
 2.70935    0.050    0.812   -0.785   -0.434   -1.597
 2.73644    0.049    0.822   -0.761   -0.477   -1.583
 2.76381    0.049    0.833   -0.735   -0.517   -1.568
 2.79145    0.049    0.843   -0.710   -0.554   -1.553
 2.81936    0.049    0.852   -0.687   -0.593   -1.539
 2.84755    0.049    0.863   -0.662   -0.634   -1.525
 2.87603    0.049    0.875   -0.636   -0.674   -1.511
 2.90479    0.049    0.887   -0.611   -0.706   -1.498
 2.93384    0.049    0.899   -0.585   -0.729   -1.484
 2.96318    0.049    0.910   -0.559   -0.746   -1.469
 2.99281    0.049    0.922   -0.533   -0.764   -1.455
