   z       f1     W1-W2   W1-W3  W3-W4   W2-W3 
 0.23600    0.546    0.241   -0.079   -0.167   -0.320
 0.23650    0.545    0.241   -0.080   -0.166   -0.321
 0.23700    0.544    0.241   -0.081   -0.165   -0.322
 0.23750    0.544    0.241   -0.081   -0.165   -0.322
 0.23800    0.543    0.242   -0.080   -0.164   -0.322
 0.23850    0.542    0.241   -0.081   -0.163   -0.322
 0.23900    0.541    0.241   -0.083   -0.162   -0.324
 0.23950    0.540    0.241   -0.083   -0.162   -0.324
 0.24000    0.540    0.241   -0.084   -0.160   -0.325
 0.24050    0.539    0.241   -0.084   -0.160   -0.325
 0.24100    0.538    0.240   -0.086   -0.159   -0.326
 0.24150    0.537    0.241   -0.085   -0.159   -0.326
 0.24200    0.536    0.241   -0.085   -0.158   -0.326
 0.24250    0.536    0.240   -0.086   -0.158   -0.326
 0.24300    0.535    0.241   -0.087   -0.157   -0.328
 0.24350    0.534    0.241   -0.088   -0.156   -0.329
 0.24400    0.533    0.240   -0.089   -0.156   -0.329
 0.24450    0.533    0.241   -0.088   -0.155   -0.329
 0.24500    0.532    0.240   -0.090   -0.154   -0.330
 0.24550    0.531    0.240   -0.090   -0.154   -0.330
 0.24600    0.530    0.240   -0.091   -0.154   -0.331
 0.24650    0.530    0.241   -0.090   -0.154   -0.331
 0.24700    0.529    0.239   -0.091   -0.153   -0.330
 0.24750    0.528    0.240   -0.093   -0.152   -0.333
 0.24800    0.527    0.240   -0.093   -0.151   -0.333
 0.24850    0.527    0.239   -0.093   -0.151   -0.332
 0.24900    0.526    0.240   -0.094   -0.151   -0.334
 0.24950    0.525    0.239   -0.094   -0.151   -0.333
 0.25000    0.525    0.239   -0.094   -0.150   -0.333
 0.25050    0.524    0.240   -0.096   -0.150   -0.336
 0.25100    0.523    0.239   -0.096   -0.149   -0.335
 0.25150    0.522    0.240   -0.098   -0.148   -0.338
 0.25200    0.521    0.239   -0.098   -0.148   -0.337
 0.25250    0.521    0.238   -0.098   -0.149   -0.336
 0.25300    0.520    0.240   -0.099   -0.147   -0.339
 0.25350    0.519    0.238   -0.100   -0.148   -0.338
 0.25400    0.518    0.238   -0.100   -0.147   -0.338
 0.25450    0.517    0.239   -0.100   -0.147   -0.339
 0.25500    0.517    0.239   -0.101   -0.146   -0.340
 0.25550    0.516    0.238   -0.103   -0.146   -0.341
 0.25600    0.515    0.238   -0.103   -0.146   -0.341
 0.25650    0.514    0.238   -0.103   -0.146   -0.341
 0.25700    0.514    0.238   -0.103   -0.146   -0.341
 0.25750    0.513    0.238   -0.104   -0.146   -0.342
 0.25800    0.512    0.238   -0.105   -0.145   -0.343
 0.25850    0.512    0.238   -0.105   -0.145   -0.343
 0.25900    0.511    0.238   -0.105   -0.145   -0.343
 0.25950    0.510    0.238   -0.106   -0.144   -0.344
 0.26000    0.510    0.237   -0.107   -0.144   -0.344
 0.26050    0.509    0.237   -0.108   -0.144   -0.345
 0.26100    0.508    0.237   -0.108   -0.144   -0.345
 0.26150    0.507    0.237   -0.109   -0.144   -0.346
 0.26200    0.507    0.237   -0.109   -0.144   -0.346
 0.26250    0.506    0.237   -0.110   -0.144   -0.347
 0.26300    0.505    0.236   -0.111   -0.144   -0.347
 0.26350    0.504    0.236   -0.112   -0.144   -0.348
 0.26400    0.504    0.236   -0.112   -0.143   -0.348
 0.26450    0.503    0.236   -0.112   -0.143   -0.348
 0.26500    0.503    0.236   -0.113   -0.143   -0.349
 0.26550    0.502    0.235   -0.115   -0.143   -0.350
 0.26600    0.501    0.235   -0.115   -0.143   -0.350
 0.26650    0.500    0.235   -0.115   -0.143   -0.350
 0.26700    0.500    0.235   -0.116   -0.143   -0.351
 0.26750    0.499    0.234   -0.117   -0.143   -0.351
 0.26800    0.498    0.235   -0.118   -0.142   -0.353
 0.26850    0.497    0.235   -0.118   -0.142   -0.353
 0.26900    0.496    0.234   -0.119   -0.143   -0.353
 0.26950    0.495    0.233   -0.121   -0.143   -0.354
 0.27000    0.495    0.234   -0.120   -0.143   -0.354
 0.27050    0.495    0.234   -0.121   -0.143   -0.355
 0.27100    0.494    0.233   -0.122   -0.143   -0.355
 0.27150    0.493    0.233   -0.123   -0.143   -0.356
 0.27200    0.492    0.233   -0.124   -0.142   -0.357
 0.27250    0.492    0.233   -0.124   -0.142   -0.357
 0.27300    0.491    0.232   -0.126   -0.143   -0.358
 0.27350    0.490    0.233   -0.125   -0.143   -0.358
 0.27400    0.489    0.232   -0.127   -0.142   -0.359
 0.27450    0.489    0.232   -0.127   -0.142   -0.359
 0.27500    0.488    0.232   -0.127   -0.143   -0.359
 0.27550    0.487    0.232   -0.128   -0.143   -0.360
 0.27600    0.486    0.231   -0.130   -0.142   -0.361
 0.27650    0.486    0.232   -0.130   -0.142   -0.362
 0.27700    0.485    0.231   -0.132   -0.141   -0.363
 0.27750    0.484    0.230   -0.133   -0.141   -0.363
 0.27800    0.484    0.231   -0.132   -0.141   -0.363
 0.27850    0.483    0.231   -0.133   -0.142   -0.364
 0.27900    0.483    0.230   -0.134   -0.142   -0.364
 0.27950    0.481    0.229   -0.135   -0.142   -0.364
 0.28000    0.481    0.230   -0.135   -0.141   -0.365
 0.28050    0.480    0.230   -0.137   -0.140   -0.367
 0.28100    0.479    0.229   -0.138   -0.141   -0.367
 0.28150    0.479    0.230   -0.138   -0.141   -0.368
 0.28200    0.478    0.229   -0.139   -0.141   -0.368
 0.28250    0.477    0.228   -0.141   -0.141   -0.369
 0.28300    0.477    0.227   -0.142   -0.141   -0.369
 0.28350    0.476    0.229   -0.141   -0.141   -0.370
 0.28400    0.475    0.228   -0.142   -0.141   -0.370
 0.28450    0.474    0.226   -0.146   -0.140   -0.372
 0.28500    0.474    0.227   -0.146   -0.140   -0.373
 0.28550    0.473    0.227   -0.146   -0.140   -0.373
 0.28600    0.473    0.227   -0.146   -0.141   -0.373
 0.28650    0.472    0.226   -0.148   -0.141   -0.374
 0.28700    0.471    0.226   -0.148   -0.141   -0.374
 0.28750    0.470    0.226   -0.149   -0.140   -0.375
 0.28800    0.470    0.226   -0.150   -0.141   -0.376
 0.28850    0.469    0.225   -0.152   -0.140   -0.377
 0.28900    0.468    0.224   -0.154   -0.140   -0.378
 0.28950    0.467    0.224   -0.154   -0.140   -0.378
 0.29000    0.467    0.224   -0.154   -0.140   -0.378
 0.29050    0.466    0.224   -0.155   -0.140   -0.379
 0.29100    0.465    0.223   -0.157   -0.140   -0.380
 0.29150    0.465    0.224   -0.157   -0.140   -0.381
 0.29200    0.464    0.224   -0.158   -0.139   -0.382
 0.29250    0.464    0.224   -0.159   -0.140   -0.383
 0.29300    0.463    0.223   -0.160   -0.140   -0.383
 0.29350    0.462    0.222   -0.161   -0.140   -0.383
 0.29400    0.462    0.222   -0.162   -0.140   -0.384
 0.29450    0.461    0.223   -0.162   -0.139   -0.385
 0.29500    0.460    0.222   -0.163   -0.140   -0.385
 0.29550    0.459    0.221   -0.166   -0.139   -0.387
 0.29600    0.459    0.221   -0.166   -0.139   -0.387
 0.29650    0.459    0.221   -0.167   -0.139   -0.388
 0.29700    0.458    0.221   -0.167   -0.139   -0.388
 0.29750    0.457    0.220   -0.169   -0.139   -0.389
 0.29800    0.456    0.220   -0.170   -0.139   -0.390
 0.29850    0.456    0.220   -0.171   -0.139   -0.391
 0.29900    0.455    0.220   -0.171   -0.140   -0.391
 0.29950    0.454    0.220   -0.172   -0.139   -0.392
 0.30000    0.454    0.219   -0.173   -0.139   -0.392
 0.30050    0.453    0.218   -0.174   -0.140   -0.392
 0.30350    0.449    0.217   -0.180   -0.139   -0.397
 0.30654    0.445    0.214   -0.187   -0.140   -0.401
 0.30960    0.441    0.214   -0.191   -0.140   -0.405
 0.31270    0.437    0.211   -0.199   -0.140   -0.410
 0.31583    0.434    0.210   -0.204   -0.139   -0.414
 0.31898    0.429    0.207   -0.210   -0.140   -0.417
 0.32217    0.426    0.206   -0.215   -0.140   -0.421
 0.32540    0.422    0.204   -0.222   -0.139   -0.426
 0.32865    0.418    0.203   -0.228   -0.140   -0.431
 0.33194    0.414    0.199   -0.236   -0.142   -0.435
 0.33526    0.411    0.199   -0.240   -0.144   -0.439
 0.33861    0.406    0.194   -0.249   -0.146   -0.443
 0.34199    0.403    0.194   -0.254   -0.148   -0.448
 0.34541    0.399    0.190   -0.262   -0.151   -0.452
 0.34887    0.395    0.188   -0.269   -0.153   -0.457
 0.35236    0.391    0.187   -0.274   -0.157   -0.461
 0.35588    0.387    0.183   -0.283   -0.161   -0.466
 0.35944    0.383    0.180   -0.290   -0.165   -0.470
 0.36303    0.379    0.177   -0.297   -0.169   -0.474
 0.36666    0.375    0.175   -0.304   -0.172   -0.479
 0.37033    0.372    0.173   -0.310   -0.175   -0.483
 0.37403    0.368    0.169   -0.317   -0.180   -0.486
 0.37777    0.363    0.165   -0.325   -0.184   -0.490
 0.38155    0.360    0.163   -0.330   -0.190   -0.493
 0.38537    0.356    0.159   -0.338   -0.195   -0.497
 0.38922    0.352    0.156   -0.344   -0.201   -0.500
 0.39311    0.348    0.153   -0.351   -0.207   -0.504
 0.39705    0.344    0.150   -0.357   -0.215   -0.507
 0.40102    0.340    0.145   -0.366   -0.223   -0.511
 0.40503    0.336    0.142   -0.373   -0.231   -0.515
 0.40908    0.332    0.138   -0.380   -0.239   -0.518
 0.41317    0.328    0.134   -0.388   -0.247   -0.522
 0.41730    0.324    0.129   -0.397   -0.255   -0.526
 0.42147    0.320    0.123   -0.406   -0.262   -0.529
 0.42569    0.316    0.120   -0.412   -0.270   -0.532
 0.42994    0.313    0.116   -0.420   -0.275   -0.536
 0.43424    0.309    0.112   -0.428   -0.280   -0.540
 0.43858    0.305    0.108   -0.437   -0.285   -0.545
 0.44297    0.301    0.103   -0.446   -0.289   -0.549
 0.44740    0.297    0.098   -0.456   -0.294   -0.554
 0.45187    0.293    0.093   -0.466   -0.299   -0.559
 0.45639    0.289    0.088   -0.476   -0.303   -0.564
 0.46096    0.286    0.083   -0.486   -0.308   -0.569
 0.46557    0.282    0.077   -0.497   -0.314   -0.574
 0.47022    0.278    0.072   -0.506   -0.320   -0.578
 0.47492    0.274    0.067   -0.515   -0.328   -0.582
 0.47967    0.270    0.061   -0.524   -0.336   -0.585
 0.48447    0.267    0.056   -0.533   -0.344   -0.589
 0.48932    0.263    0.050   -0.541   -0.353   -0.591
 0.49421    0.259    0.043   -0.551   -0.362   -0.594
 0.49915    0.256    0.039   -0.557   -0.371   -0.596
 0.50414    0.252    0.033   -0.564   -0.380   -0.597
 0.50918    0.248    0.025   -0.573   -0.389   -0.598
 0.51428    0.245    0.019   -0.580   -0.398   -0.599
 0.51942    0.241    0.013   -0.586   -0.408   -0.599
 0.52461    0.237    0.007   -0.593   -0.419   -0.600
 0.52986    0.234    0.001   -0.599   -0.429   -0.600
 0.53516    0.231   -0.005   -0.605   -0.438   -0.600
 0.54051    0.227   -0.010   -0.610   -0.448   -0.600
 0.54591    0.224   -0.016   -0.616   -0.459   -0.600
 0.55137    0.221   -0.021   -0.621   -0.471   -0.600
 0.55689    0.218   -0.027   -0.626   -0.482   -0.599
 0.56246    0.215   -0.031   -0.629   -0.492   -0.598
 0.56808    0.212   -0.036   -0.633   -0.499   -0.597
 0.57376    0.209   -0.042   -0.637   -0.504   -0.595
 0.57950    0.207   -0.046   -0.639   -0.506   -0.593
 0.58529    0.204   -0.052   -0.644   -0.501   -0.592
 0.59115    0.201   -0.057   -0.647   -0.490   -0.590
 0.59706    0.198   -0.063   -0.650   -0.476   -0.587
 0.60303    0.195   -0.067   -0.652   -0.463   -0.585
 0.60906    0.193   -0.072   -0.654   -0.452   -0.582
 0.61515    0.190   -0.077   -0.656   -0.443   -0.579
 0.62130    0.188   -0.081   -0.657   -0.434   -0.576
 0.62751    0.185   -0.086   -0.659   -0.428   -0.573
 0.63379    0.183   -0.089   -0.660   -0.424   -0.571
 0.64013    0.180   -0.093   -0.661   -0.420   -0.568
 0.64653    0.178   -0.096   -0.662   -0.412   -0.566
 0.65299    0.176   -0.097   -0.661   -0.408   -0.564
 0.65952    0.174   -0.097   -0.660   -0.404   -0.563
 0.66612    0.172   -0.098   -0.660   -0.401   -0.562
 0.67278    0.170   -0.098   -0.659   -0.398   -0.561
 0.67951    0.168   -0.096   -0.657   -0.395   -0.561
 0.68630    0.166   -0.096   -0.657   -0.394   -0.561
 0.69317    0.164   -0.095   -0.656   -0.389   -0.561
 0.70010    0.162   -0.092   -0.655   -0.384   -0.563
 0.70710    0.160   -0.090   -0.653   -0.379   -0.563
 0.71417    0.158   -0.088   -0.651   -0.377   -0.563
 0.72131    0.156   -0.085   -0.650   -0.375   -0.565
 0.72852    0.155   -0.082   -0.649   -0.370   -0.567
 0.73581    0.153   -0.079   -0.648   -0.365   -0.569
 0.74317    0.151   -0.073   -0.646   -0.361   -0.573
 0.75060    0.149   -0.070   -0.645   -0.354   -0.575
 0.75810    0.148   -0.064   -0.643   -0.346   -0.579
 0.76569    0.146   -0.057   -0.641   -0.334   -0.584
 0.77334    0.144   -0.051   -0.639   -0.322   -0.588
 0.78108    0.142   -0.045   -0.638   -0.306   -0.593
 0.78889    0.141   -0.036   -0.636   -0.285   -0.600
 0.79678    0.139   -0.029   -0.634   -0.264   -0.605
 0.80474    0.137   -0.021   -0.633   -0.239   -0.612
 0.81279    0.136   -0.010   -0.631   -0.211   -0.621
 0.82092    0.134   -0.004   -0.630   -0.188   -0.626
 0.82913    0.133    0.005   -0.628   -0.174   -0.633
 0.83742    0.131    0.014   -0.626   -0.166   -0.640
 0.84579    0.129    0.023   -0.625   -0.160   -0.648
 0.85425    0.128    0.033   -0.622   -0.156   -0.655
 0.86279    0.126    0.043   -0.621   -0.156   -0.664
 0.87142    0.125    0.052   -0.619   -0.157   -0.671
 0.88014    0.123    0.061   -0.618   -0.163   -0.679
 0.88894    0.122    0.070   -0.618   -0.169   -0.688
 0.89783    0.120    0.080   -0.616   -0.171   -0.696
 0.90681    0.119    0.088   -0.617   -0.175   -0.705
 0.91587    0.117    0.097   -0.616   -0.176   -0.713
 0.92503    0.116    0.106   -0.616   -0.180   -0.722
 0.93428    0.115    0.117   -0.615   -0.179   -0.732
 0.94363    0.113    0.125   -0.616   -0.181   -0.741
 0.95306    0.112    0.135   -0.614   -0.189   -0.749
 0.96259    0.111    0.144   -0.613   -0.195   -0.757
 0.97222    0.109    0.155   -0.611   -0.203   -0.766
 0.98194    0.108    0.166   -0.607   -0.216   -0.773
 0.99176    0.107    0.176   -0.606   -0.230   -0.782
 1.00168    0.106    0.185   -0.602   -0.243   -0.787
 1.01169    0.105    0.196   -0.600   -0.263   -0.796
 1.02181    0.104    0.207   -0.596   -0.285   -0.803
 1.03203    0.102    0.218   -0.593   -0.307   -0.811
 1.04235    0.101    0.229   -0.589   -0.330   -0.818
 1.05277    0.100    0.240   -0.586   -0.353   -0.826
 1.06330    0.099    0.251   -0.581   -0.377   -0.832
 1.07393    0.098    0.263   -0.576   -0.398   -0.839
 1.08467    0.097    0.275   -0.571   -0.419   -0.846
 1.09552    0.096    0.287   -0.565   -0.441   -0.852
 1.10647    0.096    0.299   -0.560   -0.465   -0.859
 1.11754    0.095    0.311   -0.554   -0.491   -0.865
 1.12871    0.094    0.323   -0.548   -0.520   -0.871
 1.14000    0.093    0.336   -0.541   -0.548   -0.877
 1.15140    0.092    0.349   -0.534   -0.571   -0.883
 1.16292    0.092    0.361   -0.526   -0.592   -0.887
 1.17455    0.091    0.373   -0.517   -0.609   -0.890
 1.18629    0.090    0.387   -0.508   -0.626   -0.895
 1.19815    0.090    0.400   -0.497   -0.642   -0.897
 1.21013    0.089    0.413   -0.487   -0.661   -0.900
 1.22224    0.089    0.428   -0.474   -0.682   -0.902
 1.23446    0.088    0.441   -0.462   -0.708   -0.903
 1.24680    0.088    0.454   -0.450   -0.735   -0.904
 1.25927    0.087    0.467   -0.437   -0.764   -0.904
 1.27186    0.087    0.479   -0.424   -0.793   -0.903
 1.28458    0.086    0.491   -0.411   -0.822   -0.902
 1.29743    0.086    0.504   -0.396   -0.848   -0.900
 1.31040    0.085    0.517   -0.381   -0.871   -0.898
 1.32351    0.085    0.529   -0.368   -0.889   -0.897
 1.33674    0.084    0.542   -0.353   -0.904   -0.895
 1.35011    0.084    0.555   -0.339   -0.915   -0.894
 1.36361    0.083    0.567   -0.325   -0.920   -0.892
 1.37725    0.083    0.580   -0.311   -0.920   -0.891
 1.39102    0.082    0.591   -0.299   -0.923   -0.890
 1.40493    0.082    0.604   -0.285   -0.923   -0.889
 1.41898    0.081    0.615   -0.272   -0.924   -0.887
 1.43317    0.080    0.627   -0.259   -0.924   -0.886
 1.44750    0.080    0.639   -0.246   -0.925   -0.885
 1.46197    0.079    0.651   -0.232   -0.927   -0.883
 1.47659    0.079    0.663   -0.218   -0.930   -0.881
 1.49136    0.078    0.673   -0.206   -0.930   -0.879
 1.50627    0.078    0.685   -0.193   -0.928   -0.878
 1.52134    0.077    0.693   -0.181   -0.923   -0.874
 1.53655    0.076    0.702   -0.169   -0.914   -0.871
 1.55192    0.076    0.710   -0.158   -0.902   -0.868
 1.56743    0.075    0.717   -0.147   -0.886   -0.864
 1.58311    0.074    0.723   -0.136   -0.866   -0.859
 1.59894    0.073    0.730   -0.125   -0.846   -0.855
 1.61493    0.073    0.736   -0.114   -0.825   -0.850
 1.63108    0.072    0.742   -0.104   -0.805   -0.846
 1.64739    0.071    0.747   -0.094   -0.785   -0.841
 1.66386    0.070    0.753   -0.083   -0.766   -0.836
 1.68050    0.070    0.757   -0.073   -0.748   -0.830
 1.69731    0.069    0.761   -0.063   -0.732   -0.824
 1.71428    0.068    0.764   -0.052   -0.717   -0.816
 1.73142    0.068    0.767   -0.042   -0.705   -0.809
 1.74874    0.067    0.771   -0.029   -0.699   -0.800
 1.76622    0.066    0.773   -0.019   -0.697   -0.792
 1.78389    0.065    0.775   -0.007   -0.698   -0.782
 1.80173    0.065    0.777    0.004   -0.698   -0.773
 1.81974    0.064    0.778    0.016   -0.700   -0.762
 1.83794    0.064    0.780    0.028   -0.702   -0.752
 1.85632    0.063    0.780    0.040   -0.706   -0.740
 1.87488    0.062    0.781    0.052   -0.712   -0.729
 1.89363    0.062    0.781    0.064   -0.720   -0.717
 1.91257    0.061    0.781    0.077   -0.729   -0.704
 1.93169    0.061    0.781    0.090   -0.740   -0.691
 1.95101    0.060    0.781    0.103   -0.752   -0.678
 1.97052    0.060    0.781    0.117   -0.767   -0.664
 1.99023    0.059    0.780    0.130   -0.781   -0.650
 2.01013    0.058    0.778    0.142   -0.798   -0.636
 2.03023    0.058    0.777    0.156   -0.815   -0.621
 2.05053    0.057    0.774    0.169   -0.833   -0.605
 2.07104    0.057    0.774    0.185   -0.851   -0.589
 2.09175    0.056    0.771    0.198   -0.867   -0.573
 2.11267    0.056    0.771    0.215   -0.881   -0.556
 2.13379    0.056    0.770    0.230   -0.895   -0.540
 2.15513    0.055    0.768    0.245   -0.908   -0.523
 2.17668    0.055    0.767    0.261   -0.922   -0.506
 2.19845    0.054    0.766    0.277   -0.936   -0.489
 2.22043    0.054    0.766    0.294   -0.950   -0.472
 2.24264    0.053    0.766    0.311   -0.962   -0.455
 2.26506    0.053    0.769    0.331   -0.971   -0.438
 2.28771    0.053    0.771    0.351   -0.980   -0.420
 2.31059    0.052    0.773    0.371   -0.992   -0.402
 2.33370    0.052    0.776    0.392   -1.009   -0.384
 2.35703    0.052    0.778    0.413   -1.027   -0.365
 2.38060    0.051    0.781    0.434   -1.044   -0.347
 2.40441    0.051    0.784    0.455   -1.061   -0.329
 2.42846    0.051    0.788    0.478   -1.078   -0.310
 2.45274    0.050    0.793    0.501   -1.094   -0.292
 2.47727    0.050    0.799    0.524   -1.109   -0.275
 2.50204    0.050    0.804    0.546   -1.122   -0.258
 2.52706    0.050    0.813    0.572   -1.136   -0.241
 2.55233    0.049    0.821    0.595   -1.148   -0.226
 2.57785    0.049    0.829    0.619   -1.159   -0.210
 2.60363    0.049    0.838    0.643   -1.169   -0.195
 2.62967    0.049    0.848    0.668   -1.178   -0.180
 2.65597    0.049    0.857    0.692   -1.187   -0.165
 2.68253    0.049    0.869    0.719   -1.196   -0.150
 2.70935    0.049    0.881    0.745   -1.204   -0.136
 2.73644    0.049    0.891    0.770   -1.212   -0.121
 2.76381    0.049    0.903    0.797   -1.218   -0.106
 2.79145    0.048    0.914    0.823   -1.224   -0.091
 2.81936    0.048    0.924    0.847   -1.228   -0.077
 2.84755    0.048    0.935    0.872   -1.234   -0.063
 2.87603    0.048    0.947    0.898   -1.240   -0.049
 2.90479    0.048    0.960    0.925   -1.245   -0.035
 2.93384    0.048    0.972    0.951   -1.249   -0.021
 2.96318    0.048    0.984    0.977   -1.252   -0.007
 2.99281    0.048    0.997    1.004   -1.256    0.007
